State,Constituency,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Result
Uttar Pradesh,Shrawasti,SAKET MISRA,Bharatiya Janata Party,434192,190,434382,41.51,Lost
Uttar Pradesh,Shrawasti,MUINUDDIN AHAMAD KHAN URF HAZI DADDAN KHAN,Bahujan Samaj Party,56225,26,56251,5.38,Lost
Uttar Pradesh,Shrawasti,AHMAD JIYA KHAN,Peace Party,15630,0,15630,1.49,Lost
Uttar Pradesh,Shrawasti,SHANTI DEVI,Independent,4010,1,4011,0.38,Lost
Uttar Pradesh,Shrawasti,SUJEET KUMAR,Independent,3946,0,3946,0.38,Lost
Uttar Pradesh,Shrawasti,YUGAL KISHOR SHUKLA,Aam Janta Party (India),2672,1,2673,0.26,Lost
Uttar Pradesh,Shrawasti,KRISHNA KUMAR MAURYA,Samyak Party,2266,1,2267,0.22,Lost
Uttar Pradesh,Shrawasti,MALIK RAM,Independent,2111,2,2113,0.2,Lost
Uttar Pradesh,Shrawasti,ANIL KUMAR TIWARI,Independent,1513,1,1514,0.14,Lost
Uttar Pradesh,Shrawasti,HANUMAN PRASAD MISHRA,Kisan Mazdoor Sangharsh Party,1494,1,1495,0.14,Lost
Uttar Pradesh,Shrawasti,KUMARI GEETA GAUTAM,Rashtriya Janta Party,1317,2,1319,0.13,Lost
Uttar Pradesh,Shrawasti,NOTA,None of the Above,9872,0,9872,0.94,Lost
Uttar Pradesh,Sitapur,RAKESH RATHOR,Indian National Congress,530467,671,531138,48.2,Won
Uttar Pradesh,Sitapur,RAJESH VERMA,Bharatiya Janata Party,441066,431,441497,40.06,Lost
Uttar Pradesh,Sitapur,MAHENDRA SINGH YADAV,Bahujan Samaj Party,99284,80,99364,09.02,Lost
Uttar Pradesh,Sitapur,MO. KASHIF ANSARI,Apna Dal (Kamerawadi),7585,1,7586,0.69,Lost
Uttar Pradesh,Sitapur,LEKHRAJ LODHI,Aazad Samaj Party (Kanshi Ram),6734,0,6734,0.61,Lost
Uttar Pradesh,Sitapur,VIDYAWATI GAUTAM,Independent,4193,1,4194,0.38,Lost
Uttar Pradesh,Sitapur,CHANDRA SHEKHAR VERMA,Rashtriya Shoshit Samaj Party,2429,0,2429,0.22,Lost
Uttar Pradesh,Sitapur,RAM ADHAR VERMA,Sardar Patel Siddhant Party,2114,1,2115,0.19,Lost
Uttar Pradesh,Sitapur,NOTA,None of the Above,6954,4,6958,0.63,Lost
Uttar Pradesh,Sultanpur,RAMBHUAL NISHAD,Samajwadi Party,442886,1444,444330,43,Won
Uttar Pradesh,Sultanpur,MANEKA SANJAY GANDHI,Bharatiya Janata Party,399859,1297,401156,38.82,Lost
Uttar Pradesh,Sultanpur,UDRAJ VERMA,Bahujan Samaj Party,162603,422,163025,15.78,Lost
Uttar Pradesh,Sultanpur,ABDUL MABOOD,Apna Desh Party,4295,2,4297,0.42,Lost
Uttar Pradesh,Sultanpur,MOHAMMAD ASIF,Independent,3382,5,3387,0.33,Lost
Uttar Pradesh,Sultanpur,UDAYRAJ VERMA,Independent,2900,9,2909,0.28,Lost
Uttar Pradesh,Sultanpur,GIRISH LAL,Azad Party,2305,6,2311,0.22,Lost
Uttar Pradesh,Sultanpur,DR SHIV SHANKAR INDIAN,Most Backward Classes Of India,2085,5,2090,0.2,Lost
Uttar Pradesh,Sultanpur,JAY PRAKASH,Sardar Patel Siddhant Party,1364,5,1369,0.13,Lost
Uttar Pradesh,Sultanpur,NOTA,None of the Above,8500,13,8513,0.82,Lost
Uttar Pradesh,Unnao,SWAMI SACHCHIDANAND HARI SAKSHI,Bharatiya Janata Party,614832,1301,616133,47.31,Won
Uttar Pradesh,Unnao,ANNU TANDON,Samajwadi Party,577699,2616,580315,44.56,Lost
Uttar Pradesh,Unnao,ASHOK KUMAR PANDEY,Bahujan Samaj Party,72245,282,72527,5.57,Lost
Uttar Pradesh,Unnao,SAIF KHAN,Parcham Party of India,8390,14,8404,0.65,Lost
Uttar Pradesh,Unnao,UMESH,Independent,5625,10,5635,0.43,Lost
Uttar Pradesh,Unnao,SHIV PRAKASH SINGH,Independent,4107,11,4118,0.32,Lost
Uttar Pradesh,Unnao,SAIYYAD SARFARAZ GANDHI,Independent,3018,5,3023,0.23,Lost
Uttar Pradesh,Unnao,HIMANSHU SHARMA,Bhartiya Shakti Chetna Party,2656,7,2663,0.2,Lost
Uttar Pradesh,Unnao,NOTA,None of the Above,9430,23,9453,0.73,Lost
Uttar Pradesh,Varanasi,NARENDRA MODI,Bharatiya Janata Party,611439,1531,612970,54.24,Won
Uttar Pradesh,Varanasi,AJAY RAI,Indian National Congress,459084,1373,460457,40.74,Lost
Uttar Pradesh,Varanasi,ATHER JAMAL LARI,Bahujan Samaj Party,33646,120,33766,2.99,Lost
Uttar Pradesh,Varanasi,KOLISETTY SHIVA KUMAR,Yuga Thulasi Party,5748,2,5750,0.51,Lost
Uttar Pradesh,Varanasi,GAGAN PRAKASH YADAV,Apna Dal (Kamerawadi),3619,15,3634,0.32,Lost
Uttar Pradesh,Varanasi,DINESH KUMAR YADAV,Independent,2912,5,2917,0.26,Lost
Uttar Pradesh,Varanasi,SANJAY KUMAR TIWARI,Independent,2170,1,2171,0.19,Lost
Uttar Pradesh,Varanasi,NOTA,None of the Above,8463,15,8478,0.75,Lost
Uttarakhand,Almora,AJAY TAMTA,Bharatiya Janata Party,417535,11632,429167,64.2,Won
Uttarakhand,Almora,PRADEEP TAMTA,Indian National Congress,191642,3428,195070,29.18,Lost
Uttarakhand,Almora,NARAYAN RAM,Bahujan Samaj Party,9840,235,10075,1.51,Lost
Uttarakhand,Almora,KIRAN ARYA,Uttarakhand Parivartan Party,5528,250,5778,0.86,Lost
Uttarakhand,Almora,ARJUN PRASAD,Independent,4591,116,4707,0.7,Lost
Uttarakhand,Almora,DR PRAMOD KUMAR,Peoples Party of India (Democratic),4401,56,4457,0.67,Lost
Uttarakhand,Almora,ER JYOTI PRAKASH TAMTA,Bahujan Mukti Party,2178,46,2224,0.33,Lost
Uttarakhand,Almora,NOTA,None of the Above,16697,322,17019,2.55,Lost
Uttarakhand,Garhwal,ANIL BALUNI,Bharatiya Janata Party,418531,13628,432159,58.6,Won
Uttarakhand,Garhwal,GANESH GODIYAL,Indian National Congress,262692,5964,268656,36.43,Lost
Uttarakhand,Garhwal,SONU KUMAR,Independent,4803,19,4822,0.65,Lost
Uttarakhand,Garhwal,ASHUTOSH SINGH,Uttarakhand Kranti Dal,4182,379,4561,0.62,Lost
Uttarakhand,Garhwal,DHEER SINGH,Bahujan Samaj Party,4007,115,4122,0.56,Lost
Uttarakhand,Garhwal,MUKESH PRAKASH,Independent,3064,15,3079,0.42,Lost
Uttarakhand,Garhwal,SURESHI DEVI,Peoples Party of India (Democratic),1472,40,1512,0.21,Lost
Uttarakhand,Garhwal,DEEPENDRA SINGH NEGI,Independent,1408,232,1640,0.22,Lost
Uttarakhand,Garhwal,ARJUN SINGH,Akhil Bhartiya Parivar Party,1308,70,1378,0.19,Lost
Uttarakhand,Garhwal,RESHMA PANWAR,Socialist Unity Centre Of India (COMMUNIST),1168,125,1293,0.18,Lost
Uttarakhand,Garhwal,DR MUKESH PANT,Sainik Samaj Party,1121,58,1179,0.16,Lost
Uttarakhand,Garhwal,VINOD KUMAR SHARMA,Uttarakhand Samanta Party,838,46,884,0.12,Lost
Uttarakhand,Garhwal,SHYAMLAL,Bahujan Mukti Party,743,28,771,0.1,Lost
Uttarakhand,Garhwal,NOTA,None of the Above,11224,151,11375,1.54,Lost
Uttarakhand,Haridwar,TRIVENDRA SINGH RAWAT,Bharatiya Janata Party,648498,5310,653808,50.19,Won
Uttarakhand,Haridwar,VIRENDRA RAWAT,Indian National Congress,487406,2346,489752,37.6,Lost
Uttarakhand,Haridwar,UMESH KUMAR PATRAKAR,Independent,89958,1230,91188,7,Lost
Uttarakhand,Haridwar,JAMIL AHMAD,Bahujan Samaj Party,42116,207,42323,3.25,Lost
Uttarakhand,Haridwar,BALBIR SINGH BHANDARI,Uttarakhand Samanta Party,2943,18,2961,0.23,Lost
Uttarakhand,Haridwar,MOHAN SINGH ASWAL,Uttarakhand Kranti Dal,2809,45,2854,0.22,Lost
Uttarakhand,Haridwar,VIJAY KUMAR,Independent,2409,1,2410,0.19,Lost
Uttarakhand,Haridwar,PAWAN KASHYAP,Independent,2170,8,2178,0.17,Lost
Uttarakhand,Haridwar,KARAN SINGH SAINI ENGINEER,Independent,1963,11,1974,0.15,Lost
Uttarakhand,Haridwar,AKRAM HUSSAIN,Independent,1678,7,1685,0.13,Lost
Uttarakhand,Haridwar,LALIT KUMAR,Peoples Party of India (Democratic),1396,14,1410,0.11,Lost
Uttarakhand,Haridwar,SURESH PAL,Bhartiya Rashtriya Ekta Dal,1150,12,1162,0.09,Lost
Uttarakhand,Haridwar,ASHISH DHYANI,Independent,1107,10,1117,0.09,Lost
Uttarakhand,Haridwar,AVNISH KUMAR,Independent,967,8,975,0.07,Lost
Uttarakhand,Haridwar,NOTA,None of the Above,6663,163,6826,0.52,Lost
Uttarakhand,Nainital-Udhamsingh Nagar,AJAY BHATT,Bharatiya Janata Party,766397,6274,772671,61.03,Won
Uttarakhand,Nainital-Udhamsingh Nagar,PRAKASH JOSHI,Indian National Congress,434916,3207,438123,34.61,Lost
Uttarakhand,Nainital-Udhamsingh Nagar,AKHTAR ALI,Bahujan Samaj Party,23276,179,23455,1.85,Lost
Uttarakhand,Nainital-Udhamsingh Nagar,AKHALESH KUMAR,Akhil Bhartiya Parivar Party,4871,31,4902,0.39,Lost
Uttarakhand,Nainital-Udhamsingh Nagar,HITESH PATHAK,Independent,4287,28,4315,0.34,Lost
Uttarakhand,Nainital-Udhamsingh Nagar,RAMESH KUMAR MAX,Independent,3271,29,3300,0.26,Lost
Uttarakhand,Nainital-Udhamsingh Nagar,AMAR SINGH SAINI,Peoples Party of India (Democratic),2963,24,2987,0.24,Lost
Uttarakhand,Nainital-Udhamsingh Nagar,JEEVAN CHANDRA UPRETI,Bharat Ki Lok Jimmedar Party,2292,18,2310,0.18,Lost
Uttarakhand,Nainital-Udhamsingh Nagar,SHIB SINGH,Uttarakhand Kranti Dal,1809,46,1855,0.15,Lost
Uttarakhand,Nainital-Udhamsingh Nagar,SURENDRA SINGH,Bhartiya Shakti Chetna Party,1655,18,1673,0.13,Lost
Uttarakhand,Nainital-Udhamsingh Nagar,NOTA,None of the Above,10227,198,10425,0.82,Lost
Uttarakhand,Tehri Garhwal,MALA RAJYA LAKSHMI SHAH,Bharatiya Janata Party,455949,6654,462603,53.66,Won
Uttarakhand,Tehri Garhwal,JOT SINGH GUNSOLA,Indian National Congress,187602,2508,190110,22.05,Lost
Uttarakhand,Tehri Garhwal,BOBY PANWAR,Independent,162469,5612,168081,19.5,Lost
Uttarakhand,Tehri Garhwal,NAVNEET SINGH GOSAIN,Rashtriya Uttarakhand Party,9969,57,10026,1.16,Lost
Uttarakhand,Tehri Garhwal,NEMCHAND,Bahujan Samaj Party,6786,122,6908,0.8,Lost
Uttarakhand,Tehri Garhwal,BRIJ BHUSHAN KARANWAL,Bhartiya Rashtriya Ekta Dal,3545,25,3570,0.41,Lost
Uttarakhand,Tehri Garhwal,SARDAR KHAN PAPPU,Independent,3268,7,3275,0.38,Lost
Uttarakhand,Tehri Garhwal,VEPIN KUMAR AGGARWAL,Independent,3173,43,3216,0.37,Lost
Uttarakhand,Tehri Garhwal,RAMPAL SINGH,Peoples Party of India (Democratic),2343,19,2362,0.27,Lost
Uttarakhand,Tehri Garhwal,SUDESH TOMAR,Independent,2261,7,2268,0.26,Lost
Uttarakhand,Tehri Garhwal,PREM DUTT SEMWAL,Independent,2134,30,2164,0.25,Lost
Uttarakhand,Tehri Garhwal,NOTA,None of the Above,7304,154,7458,0.87,Lost
West Bengal,Alipurduars,MANOJ TIGGA,Bharatiya Janata Party,691533,3781,695314,48.92,Won
West Bengal,Alipurduars,PRAKASH CHIK BARAIK,All India Trinamool Congress,617486,2381,619867,43.61,Lost
West Bengal,Alipurduars,MILI ORAON,Revolutionary Socialist Party,39424,285,39709,2.79,Lost
West Bengal,Alipurduars,PARIMAL ORAON,Independent,12560,24,12584,0.89,Lost
West Bengal,Alipurduars,ARJUN INDWAR,Independent,11090,32,11122,0.78,Lost
West Bengal,Alipurduars,MUNIB NARJINARY,Bahujan Samaj Party,6600,48,6648,0.47,Lost
West Bengal,Alipurduars,RAHUL MARAK,Kisan Mazdoor Sangharsh Party,5679,16,5695,0.4,Lost
West Bengal,Alipurduars,CHANDAN ORAON,Socialist Unity Centre Of India (COMMUNIST),2751,36,2787,0.2,Lost
West Bengal,Alipurduars,BINAY MURMU,North Bengal People’s Party,2700,58,2758,0.19,Lost
West Bengal,Alipurduars,NRIPENDRA NARAYAN DEBKARJEE,Kamatapur People’s Party (United),2017,38,2055,0.14,Lost
West Bengal,Alipurduars,BABITA BARA,Gana Suraksha Party,1522,30,1552,0.11,Lost
West Bengal,Alipurduars,NOTA,None of the Above,21235,63,21298,1.5,Lost
West Bengal,Arambagh,BAG MITALI,All India Trinamool Congress,710432,2155,712587,45.71,Won
West Bengal,Arambagh,ARUP KANTI DIGAR,Bharatiya Janata Party,704124,2064,706188,45.3,Lost
